"Name";"List of interests-value";"List of studies-value";"Professional Experience-value"
"thomasG 2";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""Active member of startup communities and innovation events.""},{""desc"":null,""title"":""Sports""},{""desc"":null,""title"":""Competitive sailing (regional level, 6 years).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""University of Nantes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Economics"",""university"":""Lycee Clemenceau, Nantes"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""January 2023 - Present"",""company"":""GreenMove (Student Startup)"",""job title"":""Co-founder & Operations Manager"",""description"":""Co-founded a sustainable mobility startup offering shared electric bikes for students.\nManaged daily operations and partnerships with local institutions.\nBuilt financial forecasts and monitored monthly cash flow.\nLed customer acquisition campaigns, reaching over 1,000 registered users."",""country or city"":""Nantes""},{""dates"":""June - August 2023"",""company"":""Startup Incubator"",""job title"":""Business Development Intern"",""description"":""Supported early-stage startups in market analysis and go-to-market strategy.\nAssisted entrepreneurs in preparing pitch decks for investors.\nParticipated in mentoring sessions and demo days."",""country or city"":""Nantes""}]"
"thomasG 10";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""Active member of startup communities and innovation events.""},{""desc"":null,""title"":""Sports""},{""desc"":""regional level, 6 years."",""title"":""Competitive sailing""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""University of Nantes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Economics"",""university"":""Lycee Clemenceau, Nantes"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""January 2023 - Present"",""company"":""GreenMove"",""job title"":""Co-founder & Operations Manager"",""description"":""Co-founded a sustainable mobility startup offering shared electric bikes for students.\n\nManaged daily operations and partnerships with local institutions.\n\nBuilt financial forecasts and monitored monthly cash flow.\nLed customer acquisition campaigns, reaching over 1,000 registered users."",""country or city"":""Nantes""},{""dates"":""June - August 2023"",""company"":""Startup Incubator"",""job title"":""Business Development Intern"",""description"":""Supported early-stage startups in market analysis and go-to-market strategy.\n\nAssisted entrepreneurs in preparing pitch decks for investors.\nParticipated in mentoring sessions and demo days."",""country or city"":""Nantes""}]"
"thomasG 1";"[{""desc"":null,""title"":""Entrepreneurship""},{""desc"":null,""title"":""Active member of startup communities and innovation events.""},{""desc"":null,""title"":""Sports""},{""desc"":""regional level, 6 years."",""title"":""Competitive sailing""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""University of Nantes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Economics & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Economics"",""university"":""Lycee Clemenceau, Nantes"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""January 2023 - Present"",""company"":""GreenMove (Student Startup)"",""job title"":""Co-founder & Operations Manager"",""description"":""Co-founded a sustainable mobility startup offering shared electric bikes for students.\n\nManaged daily operations and partnerships with local institutions.\n\nBuilt financial forecasts and monitored monthly cash flow.\n\nLed customer acquisition campaigns, reaching over 1,000 registered users."",""country or city"":""Nantes""},{""dates"":""June - August 2023"",""company"":""Startup Incubator"",""job title"":""Business Development Intern"",""description"":""Supported early-stage startups in market analysis and go-to-market strategy.\n\nAssisted entrepreneurs in preparing pitch decks for investors.\n\nParticipated in mentoring sessions and demo days."",""country or city"":""Nantes""}]"
"sarah 9";"[{""desc"":""PERSONAL INSTAGRAM PORTFOLIO FOCUSED ON LIFESTYLE AND TRAVEL PHOTOGRAPHY."",""title"":""PHOTOGRAPHY""},{""desc"":""STRONG INTEREST IN FASHION, CONSUMER TRENDS, AND CONTEMPORARY ART EXHIBITIONS."",""title"":""CULTURAL TRENDS""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE BUSINESS SCHOOL, MARSEILLE"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""LYCEE THIERS, MARSEILLE"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""JUNE - DECEMBER 2024"",""company"":""L'ORÉAL FRANCE"",""job title"":""MARKETING INTERN"",""description"":""ASSISTED BRAND MANAGERS IN THE PREPARATION AND LAUNCH OF NEW SKINCARE PRODUCTS. ANALYZED SALES PERFORMANCE AND CAMPAIGN KPIŞ USING EXCEL AND INTERNAL DASHBOARDS. COORDINATED WITH CREATIVE AGENCIES AND INFLUENCERS FOR DIGITAL CAMPAIGNS. CONDUCTED COMPETITIVE ANALYSIS AND CONSUMER TREND MONITORING."",""country or city"":""PARIS""},{""dates"":""SEPTEMBER 2023 - MAY 2024"",""company"":""E-COMMERCE STARTUP"",""job title"":""DIGITAL MARKETING ASSISTANT (PART-TIME)"",""description"":""MANAGED SOCIAL MEDIA CONTENT CALENDARS (INSTAGRAM, TIKTOK). MONITORED ONLINE PERFORMANCE METRICS AND ENGAGEMENT RATES. SUPPORTED SEO OPTIMIZATION AND NEWSLETTER CAMPAIGNS."",""country or city"":""MARSEILLE""}]"
"sarah 8";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School, Marseille"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers, Marseille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""E-commerce Startup"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 7";"[{""desc"":null,""title"":""Photography""},{""desc"":""focused on lifestyle and travel photography."",""title"":""Personal Instagram portfolio""},{""desc"":null,""title"":""Cultural Trends""},{""desc"":null,""title"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions.""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School, Marseille"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers, Marseille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""E-commerce Startup"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\n\nMonitored online performance metrics and engagement rates.\n\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 6";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School"",""country or city"":""Marseille"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers"",""country or city"":""Marseille"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""E-commerce Startup"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 5";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School"",""country or city"":""Marseille"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers"",""country or city"":""Marseille"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""E-commerce Startup"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 4";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School, Marseille"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers, Marseille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""E-commerce Startup"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 3";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School"",""country or city"":""Marseille"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers"",""country or city"":""Marseille"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""E-commerce Startup"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 2";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School"",""country or city"":""Marseille"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers"",""country or city"":""Marseille"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""not found"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 10";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School"",""country or city"":""Marseille"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers"",""country or city"":""Marseille"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\n\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\n\nCoordinated with creative agencies and influencers for digital campaigns.\n\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""not found"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"sarah 1";"[{""desc"":""Personal Instagram portfolio focused on lifestyle and travel photography."",""title"":""Photography""},{""desc"":""Strong interest in fashion, consumer trends, and contemporary art exhibitions."",""title"":""Cultural Trends""}]";"[{""dates"":""2022-2025"",""field"":""not found"",""university"":""KEDGE Business School"",""country or city"":""Marseille"",""level_of_degree"":""Bachelor in Business Administration""},{""dates"":""2022"",""field"":""Economics & Social Sciences"",""university"":""Lycee Thiers"",""country or city"":""Marseille"",""level_of_degree"":""French Baccalaureat""}]";"[{""dates"":""June - December 2024"",""company"":""L'Oréal France"",""job title"":""Marketing Intern"",""description"":""Assisted brand managers in the preparation and launch of new skincare products.\nAnalyzed sales performance and campaign KPIs using Excel and internal dashboards.\nCoordinated with creative agencies and influencers for digital campaigns.\nConducted competitive analysis and consumer trend monitoring."",""country or city"":""Paris""},{""dates"":""September 2023 - May 2024"",""company"":""E-commerce Startup"",""job title"":""Digital Marketing Assistant (Part-time)"",""description"":""Managed social media content calendars (Instagram, TikTok).\nMonitored online performance metrics and engagement rates.\nSupported SEO optimization and newsletter campaigns."",""country or city"":""Marseille""}]"
"maxime 9";"[{""desc"":null,""title"":""INDUSTRIAL INNOVATION""},{""desc"":null,""title"":""STRONG INTEREST IN INDUSTRY 4.0 AND AUTOMATION TECHNOLOGIES.""},{""desc"":null,""title"":""TEAM SPORTŞ""},{""desc"":null,""title"":""COMPETITIVE BASKETBALL (REGIONAL LEAGUE).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Engineering Sciences"",""university"":""Lyce Faidherbe, Lille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur ? at""}]";"[{""dates"":""JUNE - SEPTEMBER 2024"",""company"":""DECATHLON LOGISTICS"",""job title"":""OPERATIONS INTERN"",""description"":""ANALYZED WAREHOUSE PROCESSES AND IDENTIFIED EFFICIENCY IMPROVEMENT AREAS.\nSUPPORTED THE IMPLEMENTATION OF LEAN MANAGEMENT TOOLS.\nBUILT PERFORMANCE DASHBOARDS TO MONITOR KEY OPERAȚIONAL INDICATORS."",""country or city"":""LILLE""},{""dates"":""FEBRUARY - MAY 2024"",""company"":""not found"",""job title"":""SUPPLY CHAIN PROJECT (ACADEMIC)"",""description"":""MODELED SUPPLY CHAIN FLOWS AND DEMAND FORECASTS FOR A RETAIL COMPANY.\nPROPOSED INVENTORY OPTIMIZATION STRATEGIES TO REDUCE STOCKOUTS."",""country or city"":""LILLE""}]"
"maxime 8";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":null,""title"":""Competitive basketball (regional league).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Engineering Sciences"",""university"":""Lyce Faidherbe, Lille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\n\nSupported the implementation of lean management tools.\n\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\n\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 7";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":""(regional league)."",""title"":""Competitive basketball""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""not found"",""university"":""Lycee Faidherbe, Lille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\n\nSupported the implementation of lean management tools.\n\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\n\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 6";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":null,""title"":""Competitive basketball (regional league).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Engineering Sciences"",""university"":""Lyce Faidherbe"",""country or city"":""Lille"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\n\nSupported the implementation of lean management tools.\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\n\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 5";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":""(regional league)."",""title"":""Competitive basketball""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Mathematics & Engineering Sciences"",""university"":""Lyce Faidherbe"",""country or city"":""Lille"",""level_of_degree"":""French Baccalauréat""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\nSupported the implementation of lean management tools.\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 4";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":null,""title"":""Competitive basketball (regional league).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Engineering Sciences"",""university"":""Lyce Faidherbe"",""country or city"":""Lille"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\nSupported the implementation of lean management tools.\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 3";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":null,""title"":""Competitive basketball (regional league).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Engineering Sciences"",""university"":""Lycee Faidherbe, Lille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur @ at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\n\nSupported the implementation of lean management tools.\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\n\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 2";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":null,""title"":""Competitive basketball (regional league).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Engineering Sciences"",""university"":""Lycee Faidherbe, Lille"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur@ at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\nSupported the implementation of lean management tools.\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 10";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":null,""title"":""Competitive basketball (regional league).""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Mathematics & Engineering Sciences"",""university"":""Lycee Faidherbe"",""country or city"":""Lille"",""level_of_degree"":""French Baccalaure at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\nSupported the implementation of lean management tools.\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
"maxime 1";"[{""desc"":null,""title"":""Industrial Innovation""},{""desc"":null,""title"":""Strong interest in Industry 4.0 and automation technologies.""},{""desc"":null,""title"":""Team Sports""},{""desc"":""(regional league)."",""title"":""Competitive basketball""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""IMT Nord Europe"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Industrial Engineering & Management""},{""dates"":""2021"",""field"":""Mathematics & Engineering Sciences"",""university"":""Lyc+e Faidherbe"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Decathlon Logistics"",""job title"":""Operations Intern"",""description"":""Analyzed warehouse processes and identified efficiency improvement areas.\nSupported the implementation of lean management tools.\nBuilt performance dashboards to monitor key operational indicators."",""country or city"":""Lille""},{""dates"":""February - May 2024"",""company"":""not found"",""job title"":""Supply Chain Project (Academic)"",""description"":""Modeled supply chain flows and demand forecasts for a retail company.\nProposed inventory optimization strategies to reduce stockouts."",""country or city"":""Lille""}]"
